Node,Rank,PageRank,num_followers,verified_followers,following,total_tweets,total_retweets,total_commenters,total_reposters
SAFEMOO14722391,932,1.676852226812871e-05,2346,19,19,0,5,0,9
bakerfi_,933,1.6763373446546733e-05,17000,20,19,5,3,16,4
0xKaiFi,934,1.6759890901767157e-05,11000,20,19,4,5,20,86
DanDeFiEd,935,1.6755953224507592e-05,2353,20,21,5,3,7,10
Web3daily,936,1.673703036798078e-05,14700,19,14,5,5,11,72
iSafePal,937,1.6728043466879615e-05,666100,20,19,5,5,73,47
saito_pickNEWS,938,1.670191920620747e-05,15900,17,15,5,1,1,0
NEU_Blockchain,939,1.670015448821531e-05,956,19,18,5,2,3,18
Crypto_admiral1,940,1.668691251254456e-05,174700,20,19,5,4,54,135
SeminalWeb3,941,1.667355562334695e-05,1117,20,20,3,5,12,60
TheBlockchain,942,1.6669086190783442e-05,7990,19,19,2,5,0,77
TheBitcoinWell,943,1.666433609770421e-05,6618,20,17,5,2,16,2
TarikMoon,944,1.6662119259388593e-05,1378,19,18,5,5,1,61
OracleSummit,945,1.6644099488639578e-05,1061,20,15,5,5,1,16
DaCryptoLady_,946,1.6634592033960075e-05,462900,20,19,5,5,78,118
newton_crypto,947,1.6629161434424987e-05,21500,20,18,5,2,31,6
BTCMedellinConf,948,1.6623386992112167e-05,1255,19,18,5,5,2,2
EdgeBitcoin,949,1.6620323810987108e-05,4149,20,21,5,2,1,13
Manisha_kh,951,1.659988625689791e-05,1726,19,19,5,1,33,0
AUblockchain,953,1.657499401791167e-05,1582,19,19,5,5,1,0
DrBitcoinMD,954,1.656705545319295e-05,44200,17,9,5,4,51,36
Mammon_DeFi,957,1.6556341360709453e-05,41100,20,18,5,5,0,33
EzyBitcoin,958,1.6555627593075263e-05,20700,20,20,5,0,97,0
Sandrockweb3,959,1.6534089129108155e-05,3403,15,18,5,5,1,20
LSDan_DeFi,960,1.6527603266964625e-05,1621,20,19,5,3,1,15
NFTCulture,961,1.6527559600132498e-05,28700,20,19,5,0,60,0
BTCJuniorClub,962,1.652743673886269e-05,386,19,18,5,5,3,11
allyATL,963,1.6525896070312225e-05,86600,20,18,5,1,59,30
SwftCoin,964,1.6497598901138072e-05,75100,20,18,5,1,5,12
ZakionBitcoin,965,1.6492037482099768e-05,46400,20,19,5,0,47,0
AaronRijfers,966,1.6477277201581752e-05,199600,20,20,5,1,141,21
SirRobArtII1,967,1.6473792847227907e-05,52900,20,19,4,2,40,2
dTRINITY_DeFi,968,1.646071684259573e-05,2255,20,19,5,5,6,40
bitcoinBroTen,969,1.645977704597419e-05,583800,20,19,5,5,36,116
Punk4553,970,1.6458657910737378e-05,298,20,19,2,5,2,150
CMUBlockchain,971,1.6457608037221645e-05,906,19,19,5,5,2,67
hika_san_nft,973,1.6446635983977428e-05,2742,15,15,5,2,4,18
DailyBTCShow,975,1.6434582161058437e-05,2384,13,18,5,5,3,6
ObserBlockchain,977,1.640710111058586e-05,6741,20,17,5,0,0,0
TheCrypto_Lover,979,1.639711353656972e-05,38200,20,19,5,5,38,77
VelorexOfficial,980,1.6396200112909364e-05,5857,20,19,5,2,16,8
DaCryptoAgency,983,1.6383578468886282e-05,107500,20,19,5,4,61,98
chainnelsdotcom,984,1.6381318340993036e-05,4225,9,20,5,5,10,29
bitcoin_racing,985,1.634471158387511e-05,10900,19,19,5,1,10,1
Blockheaderweb3,986,1.633996334899342e-05,853,18,20,3,5,9,28
AxonWeb3,989,1.627726679977463e-05,1227,20,13,5,2,4,0
OntologyNetwork,991,1.6258909970551787e-05,223400,20,18,5,5,21,3
Crypto_Neuz,992,1.62508154742002e-05,24600,20,18,5,0,122,0
aspenft,993,1.623360634799366e-05,42000,20,19,5,3,1,0
BitcoinBrabant,994,1.6218476379005582e-05,4675,20,17,5,1,13,1
_Crypto,996,1.6209375681347915e-05,8714,20,19,5,5,28,62
PropyInc,997,1.6206070243943027e-05,59400,20,15,5,5,39,30
TheCryptoBubble,998,1.6203753642541383e-05,72400,20,20,5,3,86,39
SmartCryptoNew1,1000,1.619118123407697e-05,57300,20,13,5,3,74,67
redstone_defi,1001,1.6180916632364495e-05,223400,20,19,5,1,82,14
BitcoinBrandon3,1003,1.6170900787753653e-05,522,20,18,5,5,14,71
dapps_market,1004,1.6170401659288718e-05,14300,18,16,5,2,0,6
BowTiedIguana,1005,1.6146895142505642e-05,22100,20,19,5,5,15,55
CryptoJackLive,1006,1.6146893907411973e-05,21600,20,19,5,0,38,0
BTCBegins,1007,1.614666133927344e-05,522,19,20,5,5,0,148
bulls_cryptotm,1008,1.614543172671264e-05,387000,1,18,5,5,31,38
keiblog_eth,1009,1.6141371267549348e-05,1642,16,18,4,1,0,0
CryptoArch1tect,1010,1.613851746222172e-05,599600,20,17,5,0,89,0
Khaled89816490,1011,1.613653808700878e-05,390,9,19,4,5,0,160
spacetime_btc,1012,1.6133500628782278e-05,750,19,18,5,1,1,23
BitcoinBoomer12,1013,1.61310780200332e-05,1034,20,19,5,5,13,93
ElectronDeFi,1014,1.611313167555346e-05,6971,20,18,5,5,30,69
CryptoGirlsFan,1015,1.6075462794473528e-05,2015,17,11,4,5,6,41
EthereumTowers,1017,1.6069748998349912e-05,43800,20,19,5,5,12,8
msvy_crypto,1019,1.606895833659987e-05,1829,19,21,5,5,37,11
DeFi,1020,1.6060935655819125e-05,305600,20,19,5,5,86,59
web3_intellect,1022,1.6048800169966334e-05,231000,20,18,5,5,91,142
BitcoinBojji,1023,1.6041217136293254e-05,559,20,18,0,5,0,57
KenzoNft7,1025,1.602956281034063e-05,60700,20,20,0,5,0,158
ChosenDeFi,1026,1.6027065467183098e-05,999,20,16,5,5,2,126
verababeeee,1027,1.6018241690486084e-05,10200,18,17,5,3,35,64
Protocol_Blend,1028,1.6013006783712163e-05,93300,19,19,5,5,43,97
MonsieurP4n4ch2,1029,1.5994988974624467e-05,1766,20,20,5,4,8,66
DeFiKev,1030,1.5993722467306853e-05,10700,20,19,5,0,32,0
Spider_DeFi,1031,1.599359885309784e-05,252,13,10,5,5,1,8
XO_app,1032,1.5991368760555274e-05,135300,20,19,5,5,36,59
FeDeFiFoFum,1034,1.5979015478819497e-05,217,19,19,5,5,1,77
MetalBlockchain,1035,1.5974806038563612e-05,7965,19,17,5,5,32,53
btcexplorers,1038,1.5958693274177434e-05,5400,20,19,5,5,6,14
NFT_Chen,1039,1.592096215697431e-05,8435,19,12,5,5,18,129
Phoneixx8,1040,1.5919672623770156e-05,459,20,20,5,0,11,0
web3globalmedia,1041,1.5910283664366134e-05,147700,19,18,5,4,58,23
btcpizzaxyz,1042,1.5909546734155426e-05,12200,20,20,5,2,24,6
koreanjewcrypto,1043,1.5895333441957086e-05,143300,20,1,5,2,43,28
MICKYNewsOz,1044,1.5892415618199703e-05,1761,20,19,5,0,0,0
defimonkeyy,1045,1.5890497966262184e-05,1579,20,20,4,5,15,79
QingTheCreator_,1046,1.58862813182311e-05,15400,19,20,4,3,68,24
Borderless_DeFi,1048,1.588313950836467e-05,4310,20,19,5,0,13,0
thecocox,1049,1.585128790039497e-05,4176,18,18,5,1,9,25
crypto_bitlord7,1052,1.5839963529060285e-05,379300,20,19,5,1,129,27
Bitboy_Crypto,1053,1.580892979197324e-05,1000000,20,18,5,3,151,86
EdgeofNFT,1054,1.5791959305549296e-05,19100,19,20,5,0,0,0
DeFiTechGlobal,1055,1.5791155533950816e-05,10400,20,20,5,5,29,55
web_block3,1056,1.578791909051773e-05,78400,19,10,5,5,128,149
BitcoinSuisseAG,1057,1.5780724819334362e-05,15100,20,18,5,5,3,4
cyrilXBT,1058,1.5774389045124006e-05,122300,20,20,5,0,70,0
InsureToken,1059,1.5769474326762307e-05,32299,20,18,5,2,38,2
coldstoragecoin,1060,1.5754498809545736e-05,887,18,17,5,5,1,40
Cryptofuturenow,1061,1.5754106130406447e-05,163,19,19,5,5,8,111
EquilibriumDeFi,1062,1.573914799716252e-05,56600,20,19,5,2,54,1
ducthotran2010,1063,1.5737098401236515e-05,428,20,19,5,5,2,63
syrup_dev,1064,1.5736864268831696e-05,666,19,17,5,5,5,73
OmaxBlockchain,1066,1.5723997781534545e-05,339,19,19,0,5,0,60
kaptencrypto707,1067,1.571212550578804e-05,137500,19,18,5,1,16,21
btc_albert,1068,1.5704113003208405e-05,7755,20,19,5,0,14,0
khlod__768,1069,1.5691986901177838e-05,143900,19,17,5,5,51,143
SD_LaunchPad,1071,1.5682992689380922e-05,1878,20,7,4,5,86,70
BlockCityFi,1072,1.5666118592085474e-05,4571,17,18,5,5,5,12
ScottLEOWarrior,1073,1.5664712031237286e-05,514299,20,18,5,1,169,7
Crypto_TownHall,1074,1.565312626869395e-05,87600,20,20,5,0,23,0
BlockchainAG,1075,1.5642610000005342e-05,12600,20,18,3,5,2,80
simpleBTCapp,1076,1.564037264272695e-05,4091,19,18,5,4,1,18
The_Jedi_DeFi,1077,1.5632086393767735e-05,3909,20,19,5,2,45,50
EigenPhi,1078,1.5624098992236854e-05,9474,20,19,5,0,2,0
DeFiNewsTime,1079,1.5621781687761888e-05,17200,20,16,0,5,0,79
BSVBlockchain,1080,1.5610897896640392e-05,18400,19,18,5,0,18,0
WorldPeaceBTC,1081,1.560304677869429e-05,7800,20,19,5,2,40,9
BtcBluntClub,1082,1.559832100221944e-05,1634,19,18,4,4,1,59
LeThach5,1083,1.5598118827615152e-05,3175,20,19,5,0,29,0
CryptoRubic,1086,1.5581825321359288e-05,220200,20,18,5,2,37,53
xbt_blvrg,1087,1.558122223169819e-05,1489,20,21,5,2,1,0
super__protocol,1088,1.556523778215691e-05,22100,19,18,5,5,4,3
NFTInsider_io,1090,1.555295381718189e-05,48100,20,17,5,0,0,0
CryptoCollecto,1091,1.5551229685336652e-05,2933,20,18,5,5,1,51
TheW3Space,1092,1.5542903737711282e-05,186100,20,14,5,5,15,7
NeoOweb3,1094,1.5509454767971893e-05,596,17,20,5,5,21,48
wiiiig_,1095,1.550802175902663e-05,49500,20,19,5,4,90,73
ThePossessedNFT,1096,1.549904958438644e-05,157300,20,2,5,4,67,12
MarkOfBitcoin,1098,1.548519286727285e-05,707,19,18,5,5,1,80
BTC_Bella69420,1099,1.547334240079786e-05,2773,20,20,4,2,34,2
skalifowitz,1100,1.5471029321235172e-05,18300,20,18,5,5,52,151
beincrypto,1101,1.546898826081884e-05,68500,20,19,5,2,10,32
mms_Blockchain,1103,1.5439299630586827e-05,6079,20,18,5,2,28,38
nft_io,1104,1.5434593543686658e-05,56700,20,19,4,5,6,36
DeFi_42069,1105,1.54177493270229e-05,399,20,21,5,5,1,56
WE_R_BITCOIN,1106,1.541212755573261e-05,1815,19,19,5,0,3,0
ENQ_enecuum,1107,1.5411476069075124e-05,18100,20,18,4,2,39,2
bitcoinenjoyoor,1108,1.5400520484654045e-05,635,20,20,3,5,8,39
DevveSquad100x,1109,1.5399649258085807e-05,242000,18,18,5,5,54,105
blckchnmaster,1110,1.5398912527080738e-05,1442,20,20,5,5,0,130
nordicblock,1111,1.5392194173529067e-05,2636,20,18,5,5,14,0
OTC_Bitcoin,1112,1.5390433494142932e-05,43800,19,19,5,1,11,2
gme_bitcoin,1113,1.538935745832718e-05,339,19,18,5,5,5,50
Btcexpertindia,1114,1.538848030442285e-05,175800,20,18,5,2,35,38
Im_Hxrrison,1116,1.5385933258066624e-05,1278,20,20,5,4,7,96
CryptoSavingExp,1117,1.5378765557718382e-05,116900,20,19,5,1,5,33
NFTbyLC,1120,1.5353147349297637e-05,1064,19,19,5,5,1,80
Tony1Million,1121,1.535312725745653e-05,1097,20,6,1,5,0,176
SovrynBTC,1122,1.534605552004898e-05,83100,20,18,5,3,42,39
FrenchieToken,1123,1.534278727879048e-05,20800,20,19,5,3,47,20
Alien_SocialFi,1124,1.5339937205196875e-05,26100,18,18,5,4,16,59
DavaoDefi,1125,1.5336979470985672e-05,1219,19,19,4,5,9,53
BTC_Revolution,1126,1.533343612252865e-05,16700,20,20,5,5,41,118
SyrupalOfficial,1127,1.5317994040107063e-05,49300,19,19,5,5,32,105
Dynamo_Patrick,1128,1.5315536878464413e-05,81500,20,1,5,2,20,10
GoodnessDeFi,1130,1.5279234746206147e-05,1488,18,19,5,2,52,39
CryptoSlimer,1133,1.525384550824811e-05,40200,20,15,5,3,61,94
BitcoinGuruHQ,1134,1.525305591640858e-05,23000,20,19,4,2,7,54
paywflash,1135,1.5248604886309624e-05,609,19,18,5,5,1,2
Aladdinbusiness,1137,1.5234847140408817e-05,320,20,19,4,5,9,58
DeFiScribbler,1139,1.5205316462410013e-05,4388,19,18,5,0,60,0
DaikiPromotes,1140,1.5195558047052418e-05,87100,19,13,5,5,21,84
TheZaraCrypto,1141,1.5185550312812671e-05,1000000,20,19,4,0,71,0
w3__lab,1142,1.5175065210733677e-05,3304,19,19,5,0,11,0
OpShinDev,1143,1.5165708695559876e-05,2820,19,18,5,5,9,3
TheDeFiList,1145,1.5154326619816328e-05,23400,20,20,0,5,0,78
happy4bitcoin,1146,1.5153788507853045e-05,1407,20,17,0,5,0,70
mintdotstore,1147,1.5153167872612006e-05,1117,20,18,5,0,0,0
MagicDeFiGuru,1150,1.5133701026990893e-05,81,18,19,5,1,5,3
BitcoinBazis,1154,1.510863521626551e-05,4354,20,20,5,1,0,29
metasill,1155,1.5102783466629926e-05,2048,19,18,5,5,0,10
BTCstacker,1156,1.5101888684269475e-05,1181,19,18,5,5,1,97
btc_victoria,1157,1.509643144899868e-05,674,19,18,4,3,1,0
Lightningcats21,1158,1.5085959250758138e-05,476,20,19,5,5,2,6
BTCchickens,1160,1.5061402665329525e-05,15900,19,20,5,3,45,42
buildingonbtc,1162,1.5047266242705154e-05,1350,20,19,5,2,15,5
CryptoWorldJosh,1164,1.5044189690023084e-05,59300,20,19,5,2,23,26
DeFiMalarky,1166,1.5019893349819577e-05,1958,19,20,5,5,4,25
awakenedrg,1167,1.501702581890056e-05,417,19,18,4,3,26,0
LiveCoinWatch,1168,1.4970610108012345e-05,34100,20,18,5,2,25,6
TheWeb3CA,1169,1.4956846618272784e-05,8300,20,18,5,5,77,52
CryptoStache,1170,1.495669737016293e-05,103400,20,18,5,1,65,3
GalaxyFight_NFT,1173,1.494995076957228e-05,81400,20,2,5,5,70,38
obbb_USA,1174,1.4936759667120371e-05,80,18,20,5,5,1,4
EtherWorldNews,1175,1.4913737772755676e-05,9746,20,19,5,0,1,0
birdoncrypto,1176,1.4912516115652403e-05,156700,20,19,5,5,12,22
BTCMiningInfo,1177,1.4909160567949e-05,17900,19,19,0,5,0,58
VeridiseInc,1179,1.48732075351227e-05,3926,19,19,5,1,0,0
BrewsBitcoin,1180,1.486706519611095e-05,908,19,8,5,4,0,96
CryptoCartelUSA,1181,1.4834129360674584e-05,1062,19,18,5,1,11,29
myDeFiTalks,1182,1.4834091985574543e-05,2245,20,17,5,0,0,0
PeggyDeFi,1183,1.482066408196864e-05,3645,10,18,5,5,8,63
TheyaBitcoin,1185,1.4803798357746276e-05,4947,19,17,5,5,3,12
LimeChainHQ,1186,1.4749770113835807e-05,4023,19,18,5,2,9,3
SatsVault,1187,1.4743269675312467e-05,712,19,19,4,5,2,65
high_byte,1188,1.4733317400052616e-05,5097,19,19,5,0,3,0
CryptoNagato,1189,1.4728957106234525e-05,111900,20,18,5,0,77,0
Okpara081,1191,1.4715191930850587e-05,34300,20,19,5,1,73,16
_ninahaus_EN,1192,1.4714976600883026e-05,3234,20,11,5,5,38,80
cryptojack,1195,1.4702635527129938e-05,386500,20,19,5,0,104,0
DeFiRaccoons,1196,1.4700634248022364e-05,21200,20,19,1,5,6,39
bf_idtwt,1199,1.469131567098793e-05,262,9,17,4,5,0,91
THBitcoinBuddha,1201,1.468585820737537e-05,753,18,20,5,2,2,22
ChiniGives,1202,1.4685091380308066e-05,1000000,20,18,5,0,82,0
BacardoOfficial,1203,1.46828476135153e-05,37100,19,20,5,0,79,0
Blockboy_P,1204,1.4679536000153212e-05,115,20,21,5,0,15,0
oktokencash,1205,1.467870343952671e-05,46900,20,20,5,5,55,35
web3_lord,1206,1.467713766485522e-05,5445,20,20,5,1,4,23
nimo_web3,1207,1.4676787793170004e-05,8394,20,1,5,4,37,83
TeamBlockchain,1209,1.4657045621742014e-05,2825,20,18,0,5,0,14
GSR6669,1211,1.4642075928785743e-05,1498,20,19,5,0,1,0
SparkDeFi,1212,1.4637328422105255e-05,21000,20,18,0,5,0,15
Cipher_Dance,1214,1.4611146527854536e-05,16300,20,19,5,5,1,64
vexanium,1215,1.4609787349338464e-05,12800,19,19,5,0,10,0
blockchain_con,1218,1.4588375046203878e-05,1638,20,19,5,5,0,29
PartnerRweb3,1219,1.4585410042921413e-05,3799,19,19,5,5,28,18
bitcoin_clown,1220,1.458532118851987e-05,15100,20,19,5,1,24,29
PassionBlockch1,1221,1.456865990350074e-05,107,15,20,3,5,0,76
cryptomagz,1222,1.4567765490749906e-05,41800,20,17,5,0,38,0
BlockchainToast,1223,1.4563796825079422e-05,3650,20,11,5,2,22,9
bitcoinstudy,1224,1.4542286519813694e-05,209,20,18,0,5,0,116
DwellirOfficial,1226,1.45362932588185e-05,543,20,19,5,1,0,4
blockchain__m,1227,1.4526570183966532e-05,2323,17,18,1,5,0,125
overnight_fi,1228,1.4526058600994745e-05,25800,19,19,5,0,16,0
ourcryptotalk,1231,1.4518176889624966e-05,66500,20,19,5,0,45,0
Hodling_Bitcoin,1232,1.4518159298865178e-05,1213,20,18,5,0,5,0
theBTCmentor,1233,1.45119150171493e-05,2897,20,18,5,5,8,16
SobrinhoBTC,1234,1.4509043802333848e-05,5987,20,19,5,1,10,29
zkoranges,1235,1.4507332697150732e-05,462,7,20,5,5,4,102
tyb0t,1236,1.450717171439541e-05,761,20,18,2,5,0,70
TaalBlockchain,1239,1.448141671064673e-05,3836,20,19,5,2,25,2
altcryptocom,1240,1.447720181911199e-05,209200,20,19,5,2,136,56
Jo_Web3,1241,1.447408612361204e-05,1384,20,20,5,1,12,25
DeFiCarrot,1242,1.4459331895415065e-05,12500,20,11,5,5,57,25
BLOCKCHAINALETS,1243,1.4444459039747692e-05,1100,9,18,5,0,0,0
DeFi__TJ,1244,1.443280772527019e-05,3590,19,19,5,3,1,38
ILBlockchain,1245,1.4428457759953303e-05,875,20,19,5,5,2,61
BTCTN,1248,1.438681212755381e-05,3000000,19,18,5,0,23,0
RandomizerAi,1249,1.4385029369573754e-05,707,20,19,5,5,3,30
defikaren,1250,1.4373162314697098e-05,3125,20,19,5,0,1,0
TheBTCAdviser,1251,1.4370246421285412e-05,4628,20,19,5,5,0,12
join_hyve,1252,1.4360960352548464e-05,31100,20,18,5,1,5,4
web3games,1255,1.4354565169209069e-05,104200,20,17,5,5,26,94
CryptoVerse_Co,1260,1.4276172210979936e-05,100300,20,18,5,5,103,121
BTCPerception,1265,1.4247725885330952e-05,1929,20,19,5,2,10,0
Web3NoRe,1266,1.424734326677526e-05,186,19,20,5,1,1,0
CryptoPete11,1268,1.4242321104408208e-05,786,20,10,0,5,0,64
yumakora_eth,1270,1.4227757063728554e-05,11900,17,1,5,5,6,13
BitcoinChina_,1271,1.421747288306287e-05,273000,20,21,5,1,58,3
Crypto_Jargon,1272,1.4211540044906857e-05,57800,20,18,5,0,53,0
TheturkNFT,1273,1.4198899284667114e-05,61400,20,19,1,5,11,37
MalaysiaWeek,1274,1.4187127686167766e-05,2041,19,18,5,5,14,7
LizBitcoin,1277,1.4156456140203657e-05,69400,20,10,4,5,28,80
0xScottlai,1278,1.4156022333055193e-05,2035,20,19,5,2,9,10
web3afrika,1280,1.4152782869522052e-05,6437,5,1,4,5,33,27
Innovion1,1282,1.412848818697034e-05,1240,19,20,5,4,0,49
Unocoin,1283,1.4125900707370995e-05,40000,20,19,5,0,21,0
De_FiSecurity,1285,1.4114395881403237e-05,19200,20,19,5,1,2,7
CardanoCasino,1286,1.4093390583638947e-05,4448,20,19,5,2,46,2
OttoBlockchain,1287,1.4091239350487144e-05,2206,20,14,5,3,12,3
dm3protocol,1289,1.4076446093647946e-05,1544,19,6,5,5,6,65
unlockbc,1290,1.4074424804838246e-05,3341,20,18,5,0,1,0
lungdefi,1291,1.4061353125404478e-05,169800,20,3,5,5,26,8
BlockchainNG,1292,1.4058227000018954e-05,6549,20,17,5,3,18,3
iamphilq,1293,1.405760629858948e-05,989,19,19,5,4,3,76
omega_alpha_nft,1294,1.4046782824013834e-05,55400,20,19,2,5,76,162
ClipFinance,1295,1.4041886953335925e-05,56900,20,19,5,0,49,0
akkey_nftlife,1296,1.4031715243600547e-05,4425,16,15,5,5,2,71
BlockchainatCU,1297,1.4025486253141691e-05,2528,20,19,5,1,3,3
Rocky_Bitcoin,1298,1.4024255032300984e-05,92200,20,17,5,0,59,0
MBerger47,1299,1.402213955696236e-05,1131,16,13,5,5,4,90
realjackwhalen,1300,1.3999553287775556e-05,1895,19,20,1,5,0,110
blockchainatvt,1302,1.3996402578931887e-05,389,19,19,5,5,2,24
LOUDMOUTH_ETH,1303,1.399489348146862e-05,36900,20,10,5,2,25,22
NFTs2Me,1304,1.3989848894108412e-05,90900,20,19,5,1,9,17
smilesbitcoin,1306,1.3987961678703129e-05,4580,20,18,5,5,3,5
BTC_on_ETH,1307,1.3980054628188974e-05,2136,19,21,5,5,38,24
ChemistDeFi,1308,1.3975487015013506e-05,49600,19,14,5,3,155,133
PomeloGrants,1309,1.3966023159469632e-05,3882,20,19,5,5,6,59
itsFoxCrypto,1310,1.396298933162004e-05,162800,20,18,5,5,110,128
BlockChainWeb_,1311,1.3956035450515754e-05,1581,19,18,5,5,0,73
Hammazaki16,1312,1.395538979862285e-05,85,3,20,5,5,16,160
DeFiWraith,1313,1.3948452325861526e-05,274,20,19,5,5,7,19
loopfans,1315,1.3942105920377612e-05,56000,20,18,5,2,26,1
LeaksBlockchain,1316,1.3936497467665074e-05,55000,20,19,5,3,46,82
BTC_Schmitcoin,1317,1.393232316400002e-05,17700,14,20,5,2,21,50
mizi,1319,1.3920370971418578e-05,3390,16,16,5,1,11,40
Bybit_Web3,1320,1.3920298678366504e-05,593800,20,18,5,2,45,54
oasys_games,1321,1.391691780623754e-05,123300,20,17,5,3,52,58
BlockchainBank,1322,1.390965772178478e-05,1729,20,12,4,5,10,37
ConFluxDeFi,1325,1.388499088261892e-05,911,20,21,5,3,8,76
HtownGibby,1326,1.3864636138811986e-05,2173,19,18,1,5,1,118
Bitcoin_Silver_,1327,1.38490228870447e-05,2410,18,19,5,1,24,29
metarrior,1328,1.3826763809705544e-05,41700,19,17,5,5,14,69
BitcoinKampala,1329,1.382547236724624e-05,1123,20,19,5,5,10,26
konyk001,1330,1.382232207004032e-05,870,20,20,4,5,8,17
BadlandsNFT,1331,1.3811371903718867e-05,9023,20,19,5,4,12,6
AgoraBlockchain,1333,1.38095851740025e-05,7769,20,20,5,5,0,34
FBCEglobal,1335,1.3803297672311726e-05,1632,20,19,3,5,4,33
Aiden_DeFi,1336,1.3800777625509136e-05,56900,20,19,5,5,29,168
Cardano,1337,1.379924228005252e-05,1300000,20,12,5,2,14,25
bitcoin_thread,1338,1.3793767007478274e-05,278,19,19,5,4,1,103
BTC_is_Freedomm,1339,1.3784702280863788e-05,1315,19,18,0,5,0,146
boggedfinance,1340,1.37773493763913e-05,11400,20,19,5,2,5,1
TrueCrypto28,1341,1.3772745085255072e-05,226300,20,15,5,0,96,0
myco_io,1342,1.3758633428790412e-05,96400,20,20,5,5,1,18
DiarioBitcoin,1343,1.37583784649215e-05,201400,20,18,5,0,0,0
TeamBrewlabs,1344,1.3756376358912588e-05,9440,20,19,5,5,18,42
ILL_Blockchain,1345,1.3752398653093074e-05,829,18,19,5,4,9,46
AlphaWhale_,1346,1.374317772221008e-05,97800,16,19,5,1,72,30
wizsecurity,1347,1.3739677308222144e-05,9799,20,18,5,1,19,36
AquaBitcoinES,1349,1.3733709298815658e-05,848,19,18,5,5,2,9
CryptoBulltv,1350,1.3717191154862597e-05,93900,20,20,5,3,150,22
Crypto_Twittier,1351,1.3706677091888103e-05,87300,20,18,5,0,127,0
PremiaFinance,1352,1.3682306820303336e-05,35700,20,20,5,3,8,0
BarterDeFi,1353,1.367472975332522e-05,3784,20,20,5,5,24,24
WeSendit,1354,1.367138067599844e-05,208500,20,20,5,5,99,89
BizBlockchainHQ,1355,1.366676416313054e-05,6784,20,16,5,0,2,0
todayindefi,1356,1.36661914515101e-05,16700,16,19,5,2,1,7
apoorveth,1357,1.3663465869592424e-05,949,19,11,5,5,7,83
SovranBitcoin,1358,1.3653259902471214e-05,394,20,19,5,5,3,11
ampnetio,1359,1.363919491252699e-05,4373,20,18,5,1,4,4
BchainCrusader,1361,1.363664398666978e-05,1518,19,12,5,2,0,68
DeFiSoulOG,1362,1.362097919679101e-05,4728,20,21,2,5,0,44
eywanadefi,1363,1.3617478193924173e-05,11300,19,19,0,5,0,72
fivedollarnft,1365,1.3607662352263824e-05,12100,20,19,5,5,46,44
BitcoinCards_,1366,1.35969236890386e-05,4655,19,19,5,1,61,27
FabrxBlockchain,1367,1.35885117849981e-05,614,20,19,5,5,0,26
SoSoValueCrypto,1368,1.358095777339081e-05,150000,20,18,5,0,118,0
TheCryptoSquire,1371,1.356042501649131e-05,490100,19,19,5,3,130,11
Chingari_IN,1372,1.3554152724624625e-05,21300,19,19,5,0,14,0
BitcoinNyanCats,1376,1.3511730890407734e-05,8926,20,20,5,5,49,105
StackTalent,1377,1.3481480205585914e-05,1795,19,20,5,5,2,27
yangbikinkangen,1378,1.3466032292221436e-05,109000,20,19,4,1,48,8
pizzalabs_btc,1381,1.342117153802164e-05,13500,20,19,5,5,15,42
Alex_DeFi_,1382,1.3418957233453433e-05,58,7,19,5,2,3,2
JGNDeFi,1383,1.3416681713038557e-05,63200,9,19,5,5,27,72
JackWiserDeFi,1385,1.3405967674475564e-05,113,1,7,1,5,0,86
shin_web3,1386,1.3405561918016166e-05,218,19,19,1,5,0,50
EADeFi_,1387,1.340407197606195e-05,1396,19,5,2,5,4,20
bitcoinprophet1,1388,1.3401037113742453e-05,20800,20,10,5,3,36,47
TheAureliya,1389,1.3394931734357708e-05,2500000,20,15,5,0,81,0
DeFiBigDee,1391,1.3388583488433474e-05,1112,20,19,1,5,0,41
BlockchainTA,1393,1.3370574456682065e-05,1356,19,18,5,5,0,0
wlooblockchain,1394,1.3364116427008425e-05,1781,20,15,5,5,25,57
SivoDefi,1395,1.335817671106814e-05,5329,19,19,5,5,6,30
PREDALang,1397,1.3341252807506223e-05,874,19,18,5,2,0,57
ozgur_altug,1398,1.3339572619735944e-05,24000,20,13,5,5,3,15
UnboxingWeb3,1400,1.3327703920068435e-05,1328,19,19,5,5,13,23
CryptoKingKeyur,1401,1.3316598879222097e-05,198800,20,13,5,2,48,36
DeFi_Optimism,1403,1.3296269241746138e-05,362,20,21,5,0,3,0
BitcoinFungi,1405,1.3285543052877124e-05,120,12,19,5,5,0,185
BVMnetwork,1407,1.328171490665056e-05,79200,20,19,5,5,57,39
Stanford_JBLP,1408,1.327692694727627e-05,1704,20,18,3,5,2,1
BuildwBitcoin,1409,1.327630941088069e-05,768,1,19,5,5,2,52
bc_workshop,1410,1.3265347535826176e-05,1346,20,19,1,5,1,1
bitcoinbazar21,1411,1.326346275508428e-05,2060,20,19,5,5,2,14
DefiMoon_org,1412,1.325075004898716e-05,2489,20,19,5,3,1,1
science_b0,1413,1.32324202425262e-05,1548,19,18,5,5,2,9
wearebcl,1414,1.323092888919031e-05,3084,20,20,3,0,0,0
xGemBitcoin,1415,1.3229188488097448e-05,189,1,19,5,4,7,50
youranonweb3,1416,1.3220743565051632e-05,6137,20,19,5,5,5,50
get_nimbus,1417,1.321782879658922e-05,20600,20,19,5,2,6,1
